candidate_id,agent_batch_id,review_role,run_id,recommendation,trait_name,dataset_id,value_lower,value_lower_inclusive,value_upper,value_upper_inclusive,scale_factor,n_matched_records,confidence,rationale,evidence_reference,conflicts_or_uncertainty
735aca1279e6a25ca1f71ca33f70270959940db5bc0e9ae20ed9f203995f86e6,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,The recovered above-400 selector matches one value of 450 in try_5145 but the supplied evidence does not document a source error or unit.,Data/Temp/Trait_corrections/raw/automation/pilot_proposal_diagnostics.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The historical selector is a hypothesis and exclusion is not supported.
940f3291a12f489c4d1e96047e590742bf926b7e1adc1e2c4a0038c87a0c016c,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,One maximum of 0.075936 in try_5444 departs from the other source summaries but no atomic error evidence or unit reference is available.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,An extreme alone cannot justify exclusion or a source-wide correction.
8180b859140050dc996f31c13e1d68a820c17039806be63c00e66b95b4765b13,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,The sources include maxima of 0.0251811 and 0.153088 against medians near 0.004 to 0.009 with no common conversion factor.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The heterogeneous extremes are insufficient evidence for an atomic correction.
9e0c974538744c992217319f179d7b08f4ed3b44155e24da11df42af1d1d6565,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,All three source distributions occupy a similar low range of approximately 0.004 to 0.012 and no atomic faulty subset is evidenced.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_historical_comparison.csv,Outlier flags and historical review wording do not supply grounds for an explicit no-action decision.
aeadec2147da858ebc640d0d1b7c43470211026ebb222e1511099c78a9d438f4,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,A single 0.64 value in try_7696 contrasts with three low-valued sources but there is no source-unit metadata supporting exclusion or scaling.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The historical scale suggestion cannot validate a correction to one source record.
c27de0ddeaa7340c4e0602ba3277c6db5ea0a8c3c19f1408d88107779c129088,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,All 46 values in try_6950 range from 790 to 1060 and suggest a source-level unit convention but no source documentation identifies that convention.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,Scaling or excluding the complete source group would be speculative.
dfffddcae31539967717b5bfbb11f1128f6f6cf39507e7a3901506ccaba9315d,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,Two try sources near 0.006 to 0.010 contrast with values of 0.55 and 0.763558 and suggest but do not document a conversion.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The apparent factor near 100 lacks source-specific unit evidence.
7e8f1edb11f53ef713aaa8fb5adbf8976798e0457c97855b00b29e1380dd0064,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,One try source near 0.006 contrasts with four BIEN stem wood density values from 0.57 to 0.69 but source units are not provided.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,This is an unvalidated source pattern and cannot support a group correction.
81af6341e5d7978ee43d58a4de3b2414860a0b9235da73ec338fdc547a4cc13f,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,The two source distributions overlap near 0.004 to 0.012 and provide no discrete erroneous range or unit pattern.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,Taxon outlier flags alone are insufficient for action.
f306b97baf34dd09e9b0077033ab821f853cb622167cfb6825f4174d0c34483c,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,A singleton of 0.381953 and a 15-record distribution centered near 0.668 are plausible values with no source-specific error signal.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The new taxon outlier lacks historical or source evidence for an explicit no-action decision.
4c5926f60d79b5e40f30dfc7849ea6a63e5d07e7f4b7d9b4ed1b451ba4a7944e,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,Ten try_6965 records range from 434.036 to 611.391 while two other sources are near 0.54 and 0.634404 but units are undocumented.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The large source-specific scale difference requires source documentation before correction.
18958c5d7248b3b0668849f50a71bb8aa075062d39d43ea3fab167d895ccaab4,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,The two source distributions overlap from approximately 0.003 to 0.012 and show no confirmed selector or conversion pattern.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,Historical review wording is not sufficient evidence for action.
09d4c1c00b55e43f427fda8d3b65ba77a300a816f0c73ec8e621cbf6a70cd0c2,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,try_5441 includes a maximum of 0.467593 among values otherwise near 0.004 to 0.008 but no source error evidence identifies the record.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_historical_comparison.csv,A historical probably-ok note conflicts with the visible extreme and neither supports an action.
0b188cc5571c6f8429173abc4b6876762671fb0683a064e2f44dded5e47e4561,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,Nine try_6965 records range from 302.469 to 546.828 while two other sources are near 0.49 and 0.685364 but no source-unit definition is supplied.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The clean factor-like pattern is not documented and must remain flagged.
ec2e6d0f3e46c86117fb9583a3a89aa6a4d1062d4f33018f80c7e0493b23d35b,stem_specific_density_01,reviewer_b,pilot_20260814T201532Z_b2,insufficient_evidence,,,,,,,,0,low,Ten try_6965 records range from 519.081 to 688.487 while a singleton source reports 0.56 but the source units and correct conversion are absent.,Data/Temp/Trait_corrections/raw/automation/pilot_dataset_evidence.csv;Data/Temp/Trait_corrections/raw/automation/pilot_record_evidence.csv,The apparent unit pattern is insufficient evidence to alter the complete source group.
