data_source_id,trait_domain_name,trait_name,dataset_id,dataset_name,n_records,n_taxa,value_minimum,value_median,value_maximum
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92765,try_117,3,3,17.2575034057957,21.4946057583554,22.1458159572626
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92766,try_118,3,3,10.8893563868331,13.6869995917495,23.47886735606
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92767,try_119,5,5,17.5858027971002,25.7716895074387,26.6731233146794
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92768,try_120,3,3,25.5434756172344,28.6768877103106,31.7576857733781
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92769,try_121,11,11,18.1432134349938,25.472902307318,37.2218598006224
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92770,try_122,7,7,18.3896354986427,30.6001704257526,48.7021245210656
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92771,try_123,7,7,11.5077832376168,16.472079721367,42.4397702320918
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92772,try_124,7,7,25.4964190140493,42.4867291835316,52.7002788901738
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92773,try_125,5,5,19.459507597737,21.969358951016,31.595124746701
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92774,try_126,2,2,23.7699115215923,25.097250839556047,26.4245901575198
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92775,try_127,5,5,17.1381652715729,22.6670432143803,37.813809797563
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92776,try_128,3,3,22.7103825578526,23.9654952695858,25.9677146661739
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92777,try_129,7,7,14.468288645606,17.2443552228987,20.9630116986133
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92778,try_130,5,5,18.1537257397679,35.0366046500189,59.1282803118388
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92779,try_131,6,6,12.6620795878983,16.7435113711307,21.4063305485425
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92780,try_132,8,8,22.6751159374598,35.43055863903945,42.8797672814445
121,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,92781,try_133,4,4,22.9602241566942,26.78629818888725,35.7285898486516
123,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97792,try_5144,1,1,0.027502750275027504,0.027502750275027504,0.027502750275027504
123,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97793,try_5145,1,1,0.0177999288002848,0.0177999288002848,0.0177999288002848
123,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97794,try_5146,1,1,0.012512512512512512,0.012512512512512512,0.012512512512512512
123,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97795,try_5147,15,1,0.004795140556617188,0.0069899822210913514,0.008059802044583663
123,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",102254,try_9606,18,18,0.0014275517487508922,0.00614707470563663,0.03717472118959108
123,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,97792,try_5144,1,1,1.48,1.48,1.48
123,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,97793,try_5145,1,1,1.25,1.25,1.25
123,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,97794,try_5146,1,1,1.57,1.57,1.57
123,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,97795,try_5147,15,1,2.49,3.13,3.45
123,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,102254,try_9606,18,18,1,2.56,4.79
123,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",97792,try_5144,1,1,350,350,350
123,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",97793,try_5145,1,1,450,450,450
123,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",97794,try_5146,1,1,450,450,450
123,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",97795,try_5147,15,1,650,650,650
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97818,try_5170,14,7,1.9106741120516722e-5,3.413949179204582e-5,1.2135282013401566e-4
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97819,try_5171,10,5,5.0731122776267905e-5,7.752300899600777e-5,9.205621645551068e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97820,try_5172,10,5,2.9039664069571865e-5,4.457554125149996e-5,7.53711472087353e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97821,try_5173,14,7,1.7458220173970196e-5,3.345769662968362e-5,1.1380590857516141e-4
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97822,try_5174,12,6,1.5849970289533463e-5,2.6076409138848586e-5,8.740609591002043e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97823,try_5175,14,7,3.176981317146334e-5,4.7487950189716515e-5,5.587830386084132e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97824,try_5176,10,5,3.690163536977468e-5,5.4180308816924194e-5,6.76869343910545e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97825,try_5177,12,6,2.3527738108916988e-5,5.5323594409302255e-5,9.197544637599372e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97826,try_5178,12,6,2.0283109608708376e-5,3.272571001840588e-5,7.654104653890752e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97827,try_5179,10,5,1.8263706959149446e-5,4.890273734653086e-5,5.8592361973243436e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97828,try_5180,10,5,6.333171746235272e-5,8.751641622561583e-5,9.55359266915856e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97829,try_5181,10,5,2.8093390629381506e-5,5.1091161229107474e-5,2.325710599540287e-4
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97830,try_5182,10,5,3.095901428975222e-5,3.9433202914586894e-5,6.394745054304175e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97831,try_5183,10,5,2.338754019441127e-5,2.739286240619999e-5,8.055174724794956e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97832,try_5184,10,5,2.9365945194336483e-5,4.5509529240327636e-5,9.01376762867604e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97833,try_5185,12,7,3.242940703650808e-5,6.808570314104785e-5,8.806660682868446e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97834,try_5186,12,6,2.1043610478718434e-5,3.118165458623054e-5,6.531922367878878e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97835,try_5187,12,6,2.9430115542810635e-5,4.555053065678616e-5,7.023244400443375e-5
125,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",97836,try_5188,10,5,2.0066677942203407e-5,3.0414001519814657e-5,4.097897123112304e-5
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98087,try_5439,80,8,0.006413043478260891,0.015229310455412015,0.03589160115846095
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98088,try_5440,110,11,0.009289520426287775,0.022191454245369523,0.09887039239001236
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98089,try_5441,86,9,0.0036667015378177665,0.01644093870776431,0.07070516844528121
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98090,try_5442,92,9,0.00758980582524272,0.01857643222593265,0.03603995901639349
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98091,try_5443,109,11,0.003761467889908262,0.0211033274956217,0.1723298284449363
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98092,try_5444,100,10,0.004081632653061225,0.020391061929523453,0.03697661772702559
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98093,try_5445,76,8,0.007583656216977803,0.01785328111804739,0.08618468146027194
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98094,try_5446,80,9,0.004358180519171237,0.013495024805369628,0.03893314859715971
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98095,try_5447,60,6,0.010815047021943577,0.01958684020590885,0.03988028432472876
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98096,try_5448,50,5,0.002451900516189583,0.007333662012229666,0.01417777777777777
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98097,try_5449,40,4,0.00805258033106137,0.020398294882851806,0.03460936388216879
137,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",98098,try_5450,40,4,0.004598060681889269,0.023565613490986626,0.03857002295834703
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98087,try_5439,70,7,6.06494405771475e-4,0.00575735772871092,0.0111429327395177
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98088,try_5440,89,9,4.22505724690171e-4,0.00534930939911006,0.0083568417137278
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98089,try_5441,76,8,0.00247250263621826,0.005885011427338455,0.467593333459403
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98090,try_5442,64,6,0.00332495916281772,0.006331637776768895,0.0214200858094779
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98091,try_5443,89,9,0.00235435755797747,0.00582429203000239,2.95764460772953
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98092,try_5444,70,7,0.00175142404740051,0.00640454379568196,0.153087695797087
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98093,try_5445,65,7,0.00341914429997552,0.00615973164085946,0.0333917409694119
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98094,try_5446,60,6,5.51061212011983e-4,0.005381303674172645,0.0551079798474357
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98095,try_5447,30,3,0.0042308025442113,0.006417245338787495,0.0111588609790012
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98096,try_5448,40,4,0.00281623342171392,0.00478566487447952,0.00951554357828157
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98097,try_5449,40,4,0.00286488530864476,0.005209521053177155,0.0110978470198422
137,Stem specific density,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",98098,try_5450,20,2,0.00483079804407394,0.005955644880892379,0.010151155188638
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98104,try_5456,2,2,2.076054698887103e-5,2.440949478730629e-5,2.805844258574155e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98105,try_5457,1,1,5.361591473537665e-5,5.361591473537665e-5,5.361591473537665e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98106,try_5458,2,2,4.233493139859553e-5,5.2300351535284644e-5,6.226577167197376e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98107,try_5459,2,2,1.6942480113503785e-5,2.8385494472261575e-5,3.9828508831019364e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98108,try_5460,1,1,5.42438302996043e-5,5.42438302996043e-5,5.42438302996043e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98109,try_5461,1,1,1.9303645239475468e-5,1.9303645239475468e-5,1.9303645239475468e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98110,try_5462,2,2,2.2477137562819915e-5,3.170318145563185e-5,4.0929225348443784e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98111,try_5463,2,2,1.3325613307298028e-5,5.640770941855754e-5,9.948980552981705e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98112,try_5464,3,3,1.5869241541321334e-5,3.7133386393002865e-5,8.30203543834712e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98113,try_5465,1,1,5.857017455205372e-5,5.857017455205372e-5,5.857017455205372e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98114,try_5466,1,1,6.354385423478062e-5,6.354385423478062e-5,6.354385423478062e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98115,try_5467,1,1,6.248240433543391e-5,6.248240433543391e-5,6.248240433543391e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98116,try_5468,1,1,7.127853930140877e-5,7.127853930140877e-5,7.127853930140877e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98117,try_5469,1,1,7.138690833746863e-5,7.138690833746863e-5,7.138690833746863e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98118,try_5470,3,3,7.380275275891677e-5,8.08211657383518e-5,8.401992260402669e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98119,try_5471,6,6,1.846591557425163e-5,4.6751935353781245e-5,6.063523089858219e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98120,try_5472,3,3,3.5779747019333663e-5,5.884506226580517e-5,6.719805010565857e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98121,try_5473,5,5,2.2243270697256647e-5,5.090154012385353e-5,6.471240413163033e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98122,try_5474,1,1,9.6028784083536e-6,9.6028784083536e-6,9.6028784083536e-6
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98123,try_5475,1,1,8.96301939678883e-6,8.96301939678883e-6,8.96301939678883e-6
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98124,try_5476,3,3,8.031582526475287e-6,3.933473034817521e-5,4.7733037526639455e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98125,try_5477,1,1,1.69449543331748e-5,1.69449543331748e-5,1.69449543331748e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98126,try_5478,1,1,8.462999947708303e-6,8.462999947708303e-6,8.462999947708303e-6
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98127,try_5479,1,1,2.624072392074426e-5,2.624072392074426e-5,2.624072392074426e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98128,try_5480,3,3,9.091990104042276e-6,4.5952834065820496e-05,5.9366863848837074e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98129,try_5481,2,2,3.212866802709307e-5,3.393702499294297e-5,3.5745381958792866e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98130,try_5482,2,2,5.833312460472016e-5,6.90536467566778e-5,7.977416890863544e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98131,try_5483,1,1,5.646039276786051e-5,5.646039276786051e-5,5.646039276786051e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98132,try_5484,1,1,5.1163738233887274e-5,5.1163738233887274e-5,5.1163738233887274e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98133,try_5485,3,3,3.828340161006238e-5,4.869787443568945e-5,8.30203543834712e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98134,try_5486,2,2,5.2343128769818935e-5,6.306292781354697e-5,7.3782726857275e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98135,try_5487,3,3,3.07517345639842e-5,3.6065213498682195e-5,5.3651086818053e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98136,try_5488,2,2,3.951006639978158e-5,3.955506423093206e-5,3.960006206208254e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98137,try_5489,1,1,6.181066946653567e-5,6.181066946653567e-5,6.181066946653567e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98138,try_5490,1,1,5.5641650959697975e-5,5.5641650959697975e-5,5.5641650959697975e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98139,try_5491,1,1,4.4476628030493766e-5,4.4476628030493766e-5,4.4476628030493766e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98140,try_5492,1,1,8.202496688244648e-5,8.202496688244648e-5,8.202496688244648e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98141,try_5493,2,2,3.9612562895165835e-5,5.214041000841544e-5,6.466825712166505e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98142,try_5494,2,2,5.562394473931356e-5,7.890711004041739e-5,1.0219027534152124e-4
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98143,try_5495,1,1,6.700527336710524e-5,6.700527336710524e-5,6.700527336710524e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98144,try_5496,1,1,4.437693353798682e-5,4.437693353798682e-5,4.437693353798682e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98145,try_5497,1,1,4.789406484508921e-5,4.789406484508921e-5,4.789406484508921e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98146,try_5498,1,1,2.8328019396702483e-5,2.8328019396702483e-5,2.8328019396702483e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98147,try_5499,1,1,4.401294134478046e-5,4.401294134478046e-5,4.401294134478046e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98148,try_5500,1,1,6.732409394396451e-5,6.732409394396451e-5,6.732409394396451e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98149,try_5501,1,1,7.14886538856935e-5,7.14886538856935e-5,7.14886538856935e-5
142,Leaf mass per area,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",98150,try_5502,1,1,4.9813901592736875e-5,4.9813901592736875e-5,4.9813901592736875e-5
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98104,try_5456,2,2,40.2,44.2,48.2
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98105,try_5457,1,1,36.9,36.9,36.9
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98106,try_5458,2,2,27.3,42.1,56.9
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98107,try_5459,2,2,40.7,45.7,50.7
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98108,try_5460,1,1,49.6,49.6,49.6
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98109,try_5461,1,1,30.2,30.2,30.2
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98110,try_5462,2,2,24.5,27.8,31.1
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98111,try_5463,2,2,37.1,38.150000000000006,39.2
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98112,try_5464,3,3,24.5,38.8,52.5
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98113,try_5465,1,1,29,29,29
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98114,try_5466,1,1,28.3,28.3,28.3
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98115,try_5467,1,1,30.2,30.2,30.2
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98116,try_5468,1,1,24.8,24.8,24.8
142,Leaf nitrogen content per unit mass,Leaf nitrogen (N) content per leaf dry mass,98117,try_5469,1,1,29.7,29.7,29.7
