candidate_id,review_stage,taxon_name,trait_domain_name,n_records,n_trait_names,n_datasets,n_domain_outliers,n_taxon_outliers,n_invalid_values,source_references,candidate_reasons,triage_outcome,reconciliation_outcome,has_objective_scale_evidence,closure_outcome,n_source_rules,n_proposed_source_rules,n_approved_source_rules,proposed_source_rule_ids,approved_source_rule_ids,investigation_outcome
6468a0b461014d27ea10425c1fccc2ad56616afe7faad13acb967bf6f9684a38,raw,Elymus scribneri,Leaf Area,11,1,2,0,1,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,resolved_by_source_rule_candidate_retired
59841a0c84356f663a43b85b6e8315bae099e721f96c8ad7da6e3e0fd51ad6bb,raw,Equisetum arvense,Leaf Area,19,2,5,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
b13637977ebb489a453b58fe5d6d2b2649bdcc5f3a5e250002a4cb8088d8e364,raw,Erigeron grandiflorus,Leaf Area,30,1,2,0,5,0,review_submission_csv:1558,taxon_outlier;source_review,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,approve_none_after_source_rule
146d9921b230917d1ace1014f4d42c7e3260561e11d5fa95f35763daf5c985e4,raw,Euphorbia maculata,Leaf Area,31,2,3,0,2,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
02082163501464af28b6a519fb30b0a5fff68e3270f2c538feba01c1e2a98120,raw,Festuca brachyphylla,Leaf Area,37,1,2,0,2,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,approve_none_after_source_rule
0cd723bf550909fa83ade9fc27b9370c3352caf7b5dc188a56cc4bb661849728,raw,Filago pyramidata,Leaf Area,11,2,3,0,1,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
dd743dd90eb206b5bc2c073c7ae0f4d348df3cdda13f92c2332e82bc67898900,raw,Galeopsis tetrahit,Leaf Area,26,3,10,0,3,0,review_submission_csv:1466,taxon_outlier;source_review,pending_isolated_source_pattern,propose_scale_validated_threshold,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
9b7c2e37591c44f02ee00bca243f1ec36e14c60cba0e7bc6c4a398f330a6aab2,raw,Gentiana algida,Leaf Area,26,1,2,0,1,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,resolved_by_source_rule_candidate_retired
b53233750eafe88dbc078d423ca3a9198f28abaaac063c884ab9d1119b2fc23c,raw,Gentianella amarella,Leaf Area,15,1,2,0,2,0,review_submission_csv:1768,taxon_outlier;source_review,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,approve_none_after_source_rule
086a1322588c193cdd8f732bb0b438e008d19500c6736c3b9255431ed2b7d668,raw,Heuchera parvifolia,Leaf Area,11,1,2,0,1,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,resolved_by_source_rule_candidate_retired
b32e3b768e0f798d9d735360fd8fb08193673294cbd859beb689d675822e6cf1,raw,Lolium rigidum,Leaf Area,33,2,5,0,2,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
12503b3640ccbdd48a7c34b306d1d19d83a8d42a23eb36f99a17b6296df1282e,raw,Lotus dorycnium,Leaf Area,17,2,7,0,4,0,review_submission_csv:1500,taxon_outlier;source_review,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
c9ba3a1e98694b1d7c5079cfbce372fbb7183cbcb88f2faca8ad6a9255e6a99e,raw,Neatostema apulum,Leaf Area,28,2,3,0,1,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
ee02fbfb9ed83d518f51aa832cd8724460dcf9a751e371252be5eac1a268a40e,raw,Phlomis purpurea,Leaf Area,33,3,4,0,6,0,review_submission_csv:1526,taxon_outlier;source_review,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
fe1cf2da086b55957e2410515e1aa4f4138730c22329bd948d1c7dd5d0f213e7,raw,Picea abies,Leaf Area,28,2,8,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
d969a6f15fc6981af248bd809f5cdfe340b73e333982f81b1265bf68c2dbecc0,raw,Poa compressa,Leaf Area,29,2,5,0,2,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
72e13c3309a53ecdd3148684d0a5d19c2c3d770c75c8846980fc19d3e3e15f66,raw,Poa cusickii,Leaf Area,11,1,2,0,1,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,resolved_by_source_rule_candidate_retired
6172a249fcb24632805911b507c2a59992631efca40c6584a2ae6af91e785dd8,raw,Poa nemoralis,Leaf Area,60,1,6,16,2,0,,domain_outlier;taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
ae8991180044fa5787b725605dce6544c02cd04a9f2ba9db74af29b4ad8e61cb,raw,Potentilla erecta,Leaf Area,61,3,6,0,3,0,review_submission_csv:1792,taxon_outlier;source_review,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
4442052285d226225d6a1c59ca4dc39c35c4f475ffb039365e4003469acacd01,raw,Primula pauciflora,Leaf Area,21,1,2,0,3,0,review_submission_csv:1692,taxon_outlier;source_review,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,approve_none_after_source_rule
a5bc080e8f2b15964e5ca73146ea874ba16c6e76f72cd98530858f41cbcb5a8e,raw,Prunella vulgaris,Leaf Area,50,3,19,0,6,0,review_submission_csv:1069,taxon_outlier;source_review,pending_submitted_note,propose_scale_validated_threshold,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
1822f103e2a95635b59ff78a58010a3a766cc0d14d554f80678429330545d89e,raw,Ranunculus adoneus,Leaf Area,15,1,2,0,2,0,review_submission_csv:1770,taxon_outlier;source_review,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,approve_none_after_source_rule
376360b997e0d74c23d2b67dbcd12541f1673283984d4fed5f2bdb44a1dc31e6,raw,Reseda phyteuma,Leaf Area,16,2,3,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
8d40a9be64c486969eb40cf4f24fee0b640a53541b555c1e9cac48bb8e0c4c77,raw,Rhodiola integrifolia,Leaf Area,16,1,2,0,1,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,resolved_by_source_rule_candidate_retired
4988163a2271d16a3150c096750e2426c490caba3378ffa80133de8d8ebaba26,raw,Rosa arvensis,Leaf Area,46,2,6,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
b0d9cdde6b2051525e22027b047fb36ed74dde5e31bb24ec4b56798ddfd76d11,raw,Salix herbacea,Leaf Area,175,3,32,0,4,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
cbb84bf8fdb705b364c03c6b9176b988edb5acc5c93a26a5dd8ca4c18d264876,raw,Sibbaldia procumbens,Leaf Area,81,2,12,0,4,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,approve_none_after_source_rule
bec99b3e6604c5b1f7abeca8d449e7851c1ffdb24d9104684f622064b9033abc,raw,Silene acaulis,Leaf Area,67,1,6,0,10,0,review_submission_csv:1563,taxon_outlier;source_review,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,approve_none_after_source_rule
1a4f36de40d0f3f81a4e9e8097ec4fadeba03350f76d1cea33f0e7e702f88fb7,raw,Solidago nemoralis,Leaf Area,10,2,4,0,2,0,review_submission_csv:1642,taxon_outlier;source_review,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
39bc8afdee5896760b7b8f22ec342b8ecad12ae964c92e516f1b911033110a5f,raw,Sonchus arvensis,Leaf Area,11,2,2,10,1,0,,domain_outlier;taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
89e9077f5df450446e5a5029b2324a551fa6a1389d22e63226576a58494a29b8,raw,Teucrium charidemi,Leaf Area,12,2,3,0,2,0,review_submission_csv:1713,taxon_outlier;source_review,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
3a7762a2faa035aa9fb964f8ece582b42ec456677e9c30211531e02e1d4cedac,raw,Trifolium repens,Leaf Area,141,3,23,0,15,0,review_submission_csv:1066,taxon_outlier;source_review,pending_submitted_note,propose_scale_validated_threshold,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
bdda80aafdcb7358041c5fe6d8c203d1a4373160d61c3a755585470d0abf2e55,raw,Trisetum spicatum,Leaf Area,28,1,4,0,2,0,review_submission_csv:1867,taxon_outlier;source_review,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,1,0,1,,8ddea77f82d884c1f128128e4ecd902453e642499cb52df3b28d00cf682288ab,approve_none_after_source_rule
e500ba3d73d7a26524bdd3d80b0b359d1cce5ba631c656e20733d2b2fedea517,raw,Vicia cracca,Leaf Area,18,1,4,0,2,0,review_submission_csv:1805,taxon_outlier;source_review,pending_submitted_note,propose_scale_validated_threshold,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
46adc23f930985ae65ca10dba7e18d0d6bca14229e20cf42058de0fe3e61e183,raw,Ailanthus altissima,Leaf mass per area,113,3,5,0,11,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
94f855ae80e041841153870c0e154024af38b5438575b1ea1f4ca657cd86e473,raw,Antennaria alpina,Leaf mass per area,42,1,6,5,7,0,,domain_outlier;taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
fac4b9dfbb743a9a18a8c1b5e89e1f762972ae1dcca044ee2a1b57088f5d9a64,raw,Anthyllis cornicina,Leaf mass per area,66,2,2,0,7,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
2a9a21fd8b3d890c089bd06737957176a36a16e80d344154b5d5c4670691b248,raw,Betula lenta,Leaf mass per area,20,1,11,0,2,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
51070f1442c5b6c3903d7525ab3ae889dca8c47955025c7026215aa550d97e63,raw,Campanula barbata,Leaf mass per area,12,1,3,11,3,0,,domain_outlier;taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
3a0f4742bdd6d39e88d89bf6e99d852ebb975266ffdfe18e9bbcd8022c5158e5,raw,Cardamine enneaphyllos,Leaf mass per area,40,2,3,0,2,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
ff2e31289393ed3cf3d545e733e35f3fae2427adda0ba3cf0bfa9d89b35d519a,raw,Carex capillaris,Leaf mass per area,11,1,2,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
e17438daad2b53a6f24ad545fb1e9d1d69fc844623ffed95546039e38b13bc74,raw,Carex engelmannii,Leaf mass per area,21,2,3,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
20cebfade122455eb50393ed8f46278ececc49812ad5ead05355dbfe6459621e,raw,Carya texana,Leaf mass per area,150,3,3,0,7,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
be2053049d0256db87e1ec42d4a32149793055500cd1f86b921c2b08bcaee639,raw,Centaurea nigra,Leaf mass per area,20,2,6,0,4,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
904bce241524520f15f7abc4b49e9dea6735c40cab874db0112ba2d3b10c2eb0,raw,Chionophila jamesii,Leaf mass per area,12,1,3,0,3,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
101418b6c302b06db71bad0c592b5627ade01831b88372545ca9ab5db3cfbcf2,raw,Chrysothamnus parryi,Leaf mass per area,27,2,3,0,2,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
a8b856a2e5017d81279ce17b86c4ad9e9ae6134024524a9bf64dda5375b1c004,raw,Corydalis caseana,Leaf mass per area,27,2,3,0,3,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
8b76e2dab94ca2dcbf5f856dad1e256a0cce0c29a6f458da293a288f20fdbdc7,raw,Crepis biennis,Leaf mass per area,97,1,3,12,17,0,,domain_outlier;taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
e2ef71ee2fd0046dc00c00fb73e5ffe24fa727cd590a97e0e011dd6d715f88ff,raw,Crepis occidentalis,Leaf mass per area,27,2,3,0,3,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
eb3b28f676b4e0c20b1c13e79b409c9b4ee6ca5901914805e83ae363948801f2,raw,Diospyros virginiana,Leaf mass per area,172,3,13,0,2,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
05fcdcb3a0d22ad161f60fed1938a48ece23384cb76197ccc7c24156d78acdfb,raw,Draba streptocarpa,Leaf mass per area,11,1,2,10,3,0,,domain_outlier;taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
1d07e3e3daa4dcb117970a9c8d09674b71a8a57628398812ae7fb352c516e6f9,raw,Echinacea purpurea,Leaf mass per area,25,3,7,0,5,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
1a7867d93bce05880a3bbd7bd87e24e2f00d63db26b71e4440172e85c2072a37,raw,Elymus scribneri,Leaf mass per area,12,1,3,8,1,0,,domain_outlier;taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
e6e4a911452dfbee69802acb126c9f4381e505fcd59bfa7c6f0be8df7552f623,raw,Erica scoparia,Leaf mass per area,55,1,8,26,8,0,,domain_outlier;taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
81546cde458881a4dd000542fff7743d5e93b1a82b8887ab10e98a19244468c1,raw,Erigeron melanocephalus,Leaf mass per area,10,1,3,0,3,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
ddbea6cb4c58fd21832938c6d025109524afe0bf7c0c49329e27340c1aaf298e,raw,Eriogonum umbellatum,Leaf mass per area,27,2,3,0,1,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
54822fbcb1d2c49c5b4d77453618a35cea196ecd5fad3a726382c2cb76b56854,raw,Erysimum odoratum,Leaf mass per area,12,2,3,0,2,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
5eca5b057ddbac75de060909e2444e31bf0a954c442ac4e4770f6557d2232959,raw,Festuca vivipara,Leaf mass per area,18,1,3,0,3,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
fd77f5926fed08b8a11d9ded5d2de8f50fe2be0ad599ce4a1b49444010b8667f,raw,Frangula caroliniana,Leaf mass per area,384,3,3,0,10,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
51f6cbdcdb9cdddca2fb0fdbe30f5588a4049ada439a3e3c186e2b0a48214140,raw,Gaylussacia baccata,Leaf mass per area,10,2,10,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
dbff314d28520332103e27c3032b8365703a32e0e5eb23ced5d27faaa1fa1269,raw,Gentianella amarella,Leaf mass per area,16,1,3,0,4,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
fde57c865b041ffc622d9cc92565c2716392781da8f1c3172ba81a04b0b6d1ca,raw,Gymnadenia conopsea,Leaf mass per area,13,2,3,0,2,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
5f478a4c9a33f6292668ffaa5012020ded65e96d0392decc6b1c2e43ca82ba69,raw,Gypsophila fastigiata,Leaf mass per area,13,2,4,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
130905fe118a8df5465f2c5c3b71b24020e8d9d917ae2edf358b752be7cb8f8e,raw,Hieracium graciliusculum,Leaf mass per area,13,1,2,0,4,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
8be261052d6b26004670036ebd48fdb5dbf128520ad6b558217617d3b4126b06,raw,Hormathophylla lapeyrousiana,Leaf mass per area,22,1,4,2,2,0,,domain_outlier;taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
831a74ed684b798c87ffaa3418c60ae600fc15938daadd7fb49d0c09b74b50cf,raw,Hydrophyllum capitatum,Leaf mass per area,27,2,3,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
bb4f69a47d853d9537005838b7c8c57adb7c7b3614c278f46ab64841fcd4102e,raw,Juncus effusus,Leaf mass per area,26,2,10,2,4,0,,domain_outlier;taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
99156f8decc9e0d3aec731380e45f1ac945c3762003a4c270ca4e616af7ac309,raw,Lactuca saligna,Leaf mass per area,11,1,2,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
74e6594e4feb98b1c410e59dc22d72979a6acec1d5a1fd90d1d32413d6928306,raw,Lathyrus lanszwertii,Leaf mass per area,27,2,3,0,2,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
670c6b32412c3405618e16cc790d82e9482ee8c52472e586908ac468365afeab,raw,Lonicera involucrata,Leaf mass per area,35,2,11,0,7,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
3a4e216a674bb36c43da9ad69e4cef2e8597d9fbecc28935b6d9287ce78ab4b9,raw,Lonicera maackii,Leaf mass per area,231,3,5,0,16,0,,taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
11a0d1c25ee56dff6f5780eca2e69e7f4b92a2d63a3fc49f30109ea0c9f97586,raw,Lupinus bicolor,Leaf mass per area,61,2,5,0,3,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
abfa0ea2a317aa37a1327f465764d7d9fd1727a516a4fb75c45d5e708f85e002,raw,Magnolia fraseri,Leaf mass per area,11,2,11,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
d1e15c33fa7fce01a3f9aeedd7b72626a01f5949055e50757573c21233cc4145,raw,Matteuccia struthiopteris,Leaf mass per area,11,2,8,0,1,0,,taxon_outlier,pending_isolated_source_pattern,agent_strong_isolated_source_pattern,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
be1ca072912ce682fa56755a31ace58fec7dd27c060bbd103672c259d2323bd4,raw,Packera cana,Leaf mass per area,12,1,3,10,2,0,,domain_outlier;taxon_outlier,agent_repeated_source_pattern,,TRUE,pending_objective_scale_evidence,0,0,0,,,approve_none_grouped
