decision_id,candidate_id,taxon_name,trait_domain_name,scale_factor,rule_stratum,proposed_record_count,n_matched,n_scaled,record_count_matches,reviewer,reviewed_at,evidence_reference
d51732dac423ea925603eadfe59405c277c0846d5275930ce0b035019558fd25,73ad8c5fd2415cb2614dff0040ee57e42fc691805c4527bf1dee4dfefa48ebb9,Cirsium arvense,Leaf Area,100,Leaf Area|threshold|below|factor=100,56,56,56,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
f0687452b3111e0ea11fbb416b96e47ec2eba1a46d0d897ddaa3d17d67994a11,c988a4681531a1539e231d4e2933a5da7ed7326bff8e583cda87559b89708c1c,Cistus albidus,Leaf Area,100,Leaf Area|threshold|below|factor=100,77,77,77,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
3d27bb97305e33f6efc3aeaa6f701271c70636069062ecf2a9d26bc25d14226f,769da6e478cff8b5bdd910ee97494237debe027dba04940eeff3d3dfda2a859e,Daphne gnidium,Leaf Area,100,Leaf Area|threshold|below|factor=100,36,36,36,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
7f7f4e72deaeca958eb000ef2c9c974efa7726192ae91f183158ca9a4b114494,b0bc72e6008025dc3118ef010e1f77985e1038dc341a84e54bb93dc59a869adc,Eremogone fendleri,Leaf Area,100,Leaf Area|threshold|below|factor=100,32,32,32,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
46013ad2aa2d09b936991c8563b12fe63d670bd7aad6c52ae54d28615c66601d,0c85f3d8b937d19ac63d72d14a502e71fc9f21d669c08cb253ba26011a5e9e0c,Erysimum capitatum,Leaf Area,100,Leaf Area|threshold|below|factor=100,16,16,16,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
aee4c7c6d963b66105c60b1789c2f2772ccf05f0d664a36db14ea60b395eba7c,056b432fceb2f006269e33646b0163aebaed2ef0107f3ebc11216cede7b4f3c4,Euphrasia minima,Leaf Area,100,Leaf Area|threshold|below|factor=100,55,55,55,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
f465eeab8378f2ce65633f278d7909704b75372cc10d37689d06199afa208018,21230ff86df82b2e5f261e0028b77a8d35bc5abb56418eb3dc914c2c80ba74cc,Fumana laevipes,Leaf Area,100,Leaf Area|threshold|below|factor=100,21,21,21,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
8b976b50f92b592ac171dd6fe32a30b37193f14fa68e09dc229e22270f5f2c3d,aec45883a7a77d398d35a470db08b0db6ffbe8b9162254f0bcce9ac4af071f38,Galium aparine,Leaf Area,100,Leaf Area|threshold|below|factor=100,43,43,43,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
e407915a3ee9c837374a70122d904a9f028d66fc16456e3fc9d8535e5a2a7790,71c03e925940647cb80c796b2315e209ea646dc1d21a20c90de1c14c372e9202,Globularia alypum,Leaf Area,100,Leaf Area|threshold|below|factor=100,10,10,10,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
210e751672d7131369f5085884d2936f4f09076d8812f06b7481320ba8784f7f,37603c1f66cd4a87781ff05462ded278fd5885aa9f196b3ad7004fd15744ce4d,Helianthemum cinereum,Leaf Area,100,Leaf Area|threshold|below|factor=100,50,50,50,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
61e4f9fee372281c63cdbf3a3158cbb826b44d615d834f6a726e0f89fa0e1033,a9da0cc785e166227328f0a4644888a3bfc28a0f8ae47732bbb1cfbf949b895f,Helianthemum syriacum,Leaf Area,100,Leaf Area|threshold|below|factor=100,10,10,10,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
2552153c31e5f47a4b099aa2cf3b9de348323cef35dc52c95ded2d697ed3478e,1d5362bbf028116de20bc5ca748a09f9de8cb738ee0d6f0ac5def5cc3892c240,Helichrysum italicum,Leaf Area,100,Leaf Area|threshold|below|factor=100,30,30,30,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
7ae949a3fe370c9ce50ec9a0bfb64e47aa498f3f173670ebe6c1d182fd47563d,f75f48af3023981a4f2319a0c44d1fdde0d7d169cb020c6a15c85dbb98b153e4,Hieracium alpinum,Leaf Area,100,Leaf Area|threshold|below|factor=100,20,20,20,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
0db69be65d190820dd4aeab3b2682f313700f9d0ddffa2202984d1d34641e1e9,eae5dd4b3c3bc86f3966f62023a0cd36d5b8f9099cffb5ff687789bffd241c24,Leucanthemum vulgare,Leaf Area,100,Leaf Area|threshold|below|factor=100,27,27,27,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
49c4219add6d957d62194487300dda6016731fb20da3647fd0faaa4fbf6d8bc6,d736a6d3971ea0cd94dbc8d7e11f298954950fb8bdfcba5319232cb85ec8aa85,Lotus corniculatus,Leaf Area,100,Leaf Area|threshold|below|factor=100,92,92,92,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
6c0fbc7ed178836d515d506e1a582ce3e318b68dad62f777c703abfe6898424a,63e5b03cd31879ff19765142e180b454ed986e74b80413817fd901cde7847c5e,Lycium andersonii,Leaf Area,100,Leaf Area|threshold|below|factor=100,9,9,9,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
dc3e74c1bb6483fe9555ec98788c96383c5f4c126fac76c4ae332e0634590a85,9fc6f261f63f5cec6e867c89554b65887f8ad03ff4bec14890155d0e3172be9d,Ostrya virginiana,Leaf Area,100,Leaf Area|threshold|below|factor=100,21,21,21,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
5cda4294298385bf6ae3104f7e414226954ecf0bb40459a813581a923920ace7,2660c785c3d89372573a8dc43d95d030180d40f8a918f5d9aea2aec921a38103,Parnassia palustris,Leaf Area,100,Leaf Area|threshold|below|factor=100,27,27,27,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
20590b69b0d4540bbcb06aedd5ead3008407251da89a5524102f05aa810a8631,503809162653381f578f1f1d76252bcd9a87254765fa6c5b67fba275ecdc60e8,Phalaris arundinacea,Leaf Area,100,Leaf Area|threshold|below|factor=100,42,42,42,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
2cb1e030dfcf3f6a28ad8064a3dd66b628726754dc396979ca07128a766f41b1,c5d9348ef4aee7900dbe9671f8ee874f318a556dfce0f166df70985f4b86674d,Phleum pratense,Leaf Area,100,Leaf Area|threshold|below|factor=100,147,147,147,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
f1fc74b378742aaeb05f4e52a7da48e82a292f8d8390afd24aa6b9f3403b6029,9924cac11efd136fa5d956c7a7ff1b7f638df608561e5257fbbb72ae6870ccdf,Picris hieracioides,Leaf Area,100,Leaf Area|threshold|below|factor=100,132,132,132,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
8a27bc90bcb8a86779c04ecd43119ef190181544473348745c490a3fef6d9d6f,f14fe76abdb2472ea4130c2dc8323fb15060df5ac4e6b18ddd9aa04db702e1ae,Pilosella officinarum,Leaf Area,100,Leaf Area|threshold|below|factor=100,59,59,59,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
f2490df0c607afde95c86515e433efef1758174e9344207ac320bfa00976db45,0e2076559fac1412ec782b32898d699276a1a67b393d5aa3508e286091c80b14,Potentilla aurea,Leaf Area,100,Leaf Area|threshold|below|factor=100,21,21,21,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
f22c4c65bf87dd8594ba429b7b26e5aa265e5f49cf9b802d35fea5e4661ef382,70ce4e8a1227cd2f12754e3121397ff5eee9a4b5673c850e85e8f6b9826195af,Prunus serotina,Leaf Area,100,Leaf Area|threshold|below|factor=100,30,30,30,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
3be40a3d213314ba7eb69e7f7fc3f2e8321d10baeb13137ab499c467aee093d8,4fe85f5066654e823f9f001ac94de415a0188d9fc9ce4b34ca8cbd4843ada28a,Quercus ilex,Leaf Area,100,Leaf Area|threshold|below|factor=100,159,159,159,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
2d4195d82440b536a0b302c39036f0adde41979286ee5e2f8ee05b88a5a45238,85e369bfef6b0ecec8dcda0ed462dfcfdecba8038de747ed201a5f04370bde6c,Quercus stellata,Leaf Area,100,Leaf Area|threshold|below|factor=100,31,31,31,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
1b73336d8a868670379385612cbf663298ee0ac50cf8e76ba8e11c5f60dc88ed,40ab7e2b3cbaaf70e76cb65044ce41cf1eba5f6cdbaca9551593a9966792ad5d,Ranunculus acris,Leaf Area,100,Leaf Area|threshold|below|factor=100,76,76,76,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
2fb30d6a4bc30dc4fe2b608d1989ff941fe7695dda969ee48ec9ea541d324bad,4b12b3b0dd791919719803ed48a9e503544bc5e9738f2e45649183306747e32f,Rhodiola rosea,Leaf Area,100,Leaf Area|threshold|below|factor=100,16,16,16,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
3895925a1dd1324fcf4ac0f21e9e146546f39171bef62631a4d495cc1260590f,e11c540f55a525bd49dd5ea7ee22efbc891ae4848375c5d15bf6b4a16f1751fb,Rosa pendulina,Leaf Area,1000,Leaf Area|threshold|below|factor=1000,10,10,10,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
5546d05b744fc7dcf6fd7f7358fa9a4b8902a87062543152c395b22882687821,c0c54f7031c4a8b9faa1cdad0133ab70eceab71fdef76bd8129dcbeb3ac145c2,Rumex acetosa,Leaf Area,100,Leaf Area|threshold|below|factor=100,127,127,127,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
85022536cd191e3934ee3ff77ade7d3e445403c4c24dd4ea8e43fc1864723419,367ccc74593df00e6e87c8948161183a6383873991bc6e550d9cf357d91214d8,Salvia rosmarinus,Leaf Area,100,Leaf Area|threshold|below|factor=100,171,171,171,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
e4cccbaf2ad9574fd7ddbe4a4060000f3666f6ff8ccfc84a534add9d1e6c84e2,9378dc55bd0e7a4aaa2437b2a00f14950bf06edcc3ac2cc92aa54e9881c6de89,Scorzoneroides autumnalis,Leaf Area,100,Leaf Area|threshold|below|factor=100,26,26,26,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
b78702c60d91a6e8d7a44411ca338de9516c2361fa5c0c06b18e2d0a2d810cf7,db2c1efefdb00a8d4c5bf20b183f833fb0df481b86eaa5d1085c8cd66a6c020b,Silene vulgaris,Leaf Area,100,Leaf Area|threshold|below|factor=100,27,27,27,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
2f1d50226c3c9898d711177ae1a211573c381735cc6428f9ab5c86a57ed67b68,e442c91a78e626c0de5885dfb66c814b41ee46ec0491f59a13029c4ec309d13b,Solidago canadensis,Leaf Area,100,Leaf Area|threshold|below|factor=100,624,624,624,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
53a31e35a099e6f9b06a9fc8b6867440b7b15b0249df3caa5be02f69527e8474,f205c4f07373bd21760bcf8a4fb1ef3170206239605575383c0a782c54352828,Solidago gigantea,Leaf Area,100,Leaf Area|threshold|below|factor=100,50,50,50,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
4900039cd81a82a2a0e47c7f8de34305bbbb35c05fbf386ec57c782a086a05ad,1df63be4e4ddcf252cb61be35df6d504263ec369c9ceb4ead998c8e32e599a97,Stachys palustris,Leaf Area,100,Leaf Area|threshold|below|factor=100,20,20,20,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
5b5730b03e8092920770328187bb441b1eb3e950056236465ebcf97798c6d5d5,94d31510adb95ddd25c06c952af932342240513930f9831ebc0a0379a84aa544,Tetraneuris acaulis,Leaf Area,100,Leaf Area|threshold|below|factor=100,11,11,11,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
76e7a7349b79dd4b2ab62bacfbe604172ac89869af7482766b089f927a5b4fec,c99511bd05d67d0d42fb353174998c249bf74809017aabf2e39bda2ce3a74c53,Trifolium pratense,Leaf Area,100,Leaf Area|threshold|below|factor=100,71,71,71,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
415fcbf2f7dd9ae591dc5ec1294c4ca5e6feb0a68cb1ecc5c109e873254001e9,934b18442ab976d3aab4958745e6486502e7b9883144f11ba5c804b90c85ab64,Viburnum tinus,Leaf Area,100,Leaf Area|threshold|below|factor=100,31,31,31,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
965da49dbde123752d0f4ceb3289ec12acffa4ea1f49e888b5d107810aff390f,afd285ab2f214138dc8c6a6f3ba73b689a39d30b93f6d2db26fb4e6746e653fe,Betula papyrifera,Plant heigh,0.1,Plant heigh|threshold|above|factor=0.1,45,45,45,TRUE,OndrejMottl,2026-08-27,Outputs/Reports/Trait_corrections/raw/trait_review_programmatic_spot_check_report.md
