analysis_id,tier_id,continent_id,resolution_id,scale_id,store_path,target_suffix,n_iter,n_sampling,n_early_stopping,is_temporal,target_name,n_locations,n_samples,n_taxa,cv_strategy,cv_feasibility_status,effective_folds,current_complexity_available,target_error_count,preparation_status,preparation_reason_code,preparation_observed_count,preparation_required_count,preparation_error_target,preparation_error
modern_spatial,regional,europe,family,eu_r008,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/eu_r008/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,2671,2671,54,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,4057,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,europe,family,eu_r009,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/eu_r009/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,765,765,13,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,938,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,america,family,am_r001,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r001/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,515,expected_infeasible,no_abiotic_variation,0,NA,list_abiotic_collinearity,✖ No columns with non-zero variance remain after removing constant   columns. ℹ All 7 predictor column(s) have zero variance.
modern_spatial,regional,america,family,am_r002,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r002/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,389,389,17,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1151,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,america,family,am_r003,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r003/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,no_spatial_records,0,NA,data_vegvault_extracted,"Failed to extract VegVault data for this spatial unit. ℹ scale_id: am_r003 ℹ dataset_type: vegetation_plot, gridpoints ℹ abiotic variables: bio1, bio4, bio6, bio12, bio15, bio18, bio19 ℹ x_lim: [-130, -120]  y_lim: [60, 70]  age_lim: [0, 0] ✖ The upstream backend returned an empty/opaque error message. Caused by error in `stop_quietly()`:"
modern_spatial,regional,america,family,am_r004,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r004/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,595,595,8,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1157,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,america,family,am_r005,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r005/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,1943,1943,24,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1877,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,america,family,am_r006,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r006/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,no_spatial_records,0,NA,data_vegvault_extracted,"Failed to extract VegVault data for this spatial unit. ℹ scale_id: am_r006 ℹ dataset_type: vegetation_plot, gridpoints ℹ abiotic variables: bio1, bio4, bio6, bio12, bio15, bio18, bio19 ℹ x_lim: [-120, -100]  y_lim: [60, 70]  age_lim: [0, 0] ✖ The upstream backend returned an empty/opaque error message. Caused by error in `stop_quietly()`:"
modern_spatial,regional,america,family,am_r007,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r007/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,3728,3728,90,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,3288,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,america,family,am_r008,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r008/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,307,307,11,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,912,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,america,family,am_r009,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r009/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,no_spatial_records,0,NA,data_vegvault_extracted,"Failed to extract VegVault data for this spatial unit. ℹ scale_id: am_r009 ℹ dataset_type: vegetation_plot, gridpoints ℹ abiotic variables: bio1, bio4, bio6, bio12, bio15, bio18, bio19 ℹ x_lim: [-100, -80]  y_lim: [60, 70]  age_lim: [0, 0] ✖ The upstream backend returned an empty/opaque error message. Caused by error in `stop_quietly()`:"
modern_spatial,regional,america,family,am_r010,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r010/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,2686,2686,84,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,2602,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,america,family,am_r011,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r011/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,139,139,11,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,885,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,america,family,am_r012,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/am_r012/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,no_spatial_records,0,NA,data_vegvault_extracted,"Failed to extract VegVault data for this spatial unit. ℹ scale_id: am_r012 ℹ dataset_type: vegetation_plot, gridpoints ℹ abiotic variables: bio1, bio4, bio6, bio12, bio15, bio18, bio19 ℹ x_lim: [-80, -60]  y_lim: [60, 70]  age_lim: [0, 0] ✖ The upstream backend returned an empty/opaque error message. Caused by error in `stop_quietly()`:"
modern_spatial,regional,asia,family,as_r001,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/as_r001/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,832,832,23,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1738,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,asia,family,as_r002,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/as_r002/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,572,572,11,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,868,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,asia,family,as_r003,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/as_r003/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,817,817,33,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1750,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,asia,family,as_r004,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/as_r004/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,insufficient_cores,1,5,flag_available_core_count_validated,Not enough cores in this spatial window. ℹ Found 1 core(s); at least 5 required. ℹ Adjust the minimum core count in the configuration or choose a larger spatial   window.
modern_spatial,regional,asia,family,as_r005,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/as_r005/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,1318,1318,26,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1255,prepared,NA,NA,NA,NA,NA
modern_spatial,regional,asia,family,as_r006,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/as_r006/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,550,expected_infeasible,no_abiotic_variation,0,NA,list_abiotic_collinearity,✖ No columns with non-zero variance remain after removing constant   columns. ℹ All 7 predictor column(s) have zero variance.
modern_spatial,regional,asia,family,as_r007,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/as_r007/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,526,expected_infeasible,no_abiotic_variation,0,NA,list_abiotic_collinearity,✖ No columns with non-zero variance remain after removing constant   columns. ℹ All 7 predictor column(s) have zero variance.
modern_spatial,regional,asia,family,as_r008,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_regional/as_r008/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,19,19,0,none,full_model_infeasible,NA,TRUE,539,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r001_l001,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r001_l001/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,668,expected_infeasible,no_taxa_after_minimum_core_count,0,NA,data_community_filtered_cores_genus,No taxa remain after filtering. The minimum_core_count is too high.
modern_spatial,local,europe,family,eu_r001_l002,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r001_l002/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,11,11,0,none,full_model_infeasible,NA,TRUE,831,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r002_l001,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r002_l001/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,18,18,2,none,full_model_infeasible,NA,TRUE,757,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r002_l002,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r002_l002/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,596,expected_infeasible,no_abiotic_variation,0,NA,list_abiotic_collinearity,✖ No columns with non-zero variance remain after removing constant   columns. ℹ All 7 predictor column(s) have zero variance.
modern_spatial,local,europe,family,eu_r002_l003,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r002_l003/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,6,6,0,none,full_model_infeasible,NA,TRUE,713,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r002_l004,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r002_l004/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,468,468,15,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,945,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r002_l005,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r002_l005/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,1455,1455,41,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,2587,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r002_l006,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r002_l006/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,15,15,3,none,tier_pooled_regularization_required,NA,TRUE,725,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r002_l007,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r002_l007/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,511,511,17,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1182,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r002_l008,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r002_l008/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,511,511,14,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,993,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r003_l001,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r003_l001/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,555,expected_infeasible,no_taxa_after_minimum_proportion,0,NA,data_community_rare_filtered_genus,No taxa found in data. Please check the input data. The minimum_proportion is too high.
modern_spatial,local,europe,family,eu_r003_l002,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r003_l002/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,no_spatial_records,0,NA,data_vegvault_extracted,"Failed to extract VegVault data for this spatial unit. ℹ scale_id: eu_r003_l002 ℹ dataset_type: vegetation_plot, gridpoints ℹ abiotic variables: bio1, bio4, bio6, bio12, bio15, bio18, bio19 ℹ x_lim: [-10, -5]  y_lim: [65, 70]  age_lim: [0, 0] ✖ The upstream backend returned an empty/opaque error message. Caused by error in `stop_quietly()`:"
modern_spatial,local,europe,family,eu_r003_l003,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r003_l003/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,no_spatial_records,0,NA,data_vegvault_extracted,"Failed to extract VegVault data for this spatial unit. ℹ scale_id: eu_r003_l003 ℹ dataset_type: vegetation_plot, gridpoints ℹ abiotic variables: bio1, bio4, bio6, bio12, bio15, bio18, bio19 ℹ x_lim: [-5, 0]  y_lim: [60, 65]  age_lim: [0, 0] ✖ The upstream backend returned an empty/opaque error message. Caused by error in `stop_quietly()`:"
modern_spatial,local,europe,family,eu_r003_l004,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r003_l004/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,no_spatial_records,0,NA,data_vegvault_extracted,"Failed to extract VegVault data for this spatial unit. ℹ scale_id: eu_r003_l004 ℹ dataset_type: vegetation_plot, gridpoints ℹ abiotic variables: bio1, bio4, bio6, bio12, bio15, bio18, bio19 ℹ x_lim: [-5, 0]  y_lim: [65, 70]  age_lim: [0, 0] ✖ The upstream backend returned an empty/opaque error message. Caused by error in `stop_quietly()`:"
modern_spatial,local,europe,family,eu_r004_l001,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r004_l001/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,545,expected_infeasible,no_taxa_after_minimum_core_count,0,NA,data_community_filtered_cores_genus,No taxa remain after filtering. The minimum_core_count is too high.
modern_spatial,local,europe,family,eu_r004_l002,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r004_l002/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,49,49,6,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,901,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r004_l003,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r004_l003/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,140,140,12,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1146,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r004_l004,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r004_l004/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,135,135,14,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1171,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l001,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l001/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,112,112,14,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1259,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l002,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l002/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,37,37,8,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,730,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l003,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l003/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,441,441,28,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1186,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l004,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l004/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,504,expected_infeasible,no_spatial_records,0,NA,data_vegvault_extracted,"Failed to extract VegVault data for this spatial unit. ℹ scale_id: eu_r005_l004 ℹ dataset_type: vegetation_plot, gridpoints ℹ abiotic variables: bio1, bio4, bio6, bio12, bio15, bio18, bio19 ℹ x_lim: [0, 5]  y_lim: [55, 60]  age_lim: [0, 0] ✖ The upstream backend returned an empty/opaque error message. Caused by error in `stop_quietly()`:"
modern_spatial,local,europe,family,eu_r005_l005,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l005/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,135,135,10,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1440,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l006,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l006/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,1868,1868,21,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1862,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l007,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l007/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,679,679,29,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1467,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l008,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l008/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,303,303,18,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,992,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l009,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l009/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,773,773,32,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,2236,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l010,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l010/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,2696,2696,48,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,2811,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l011,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l011/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,348,348,24,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1549,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l012,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l012/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,171,171,17,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,987,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l013,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l013/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,241,241,28,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1737,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l014,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l014/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,1860,1860,42,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,2451,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l015,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l015/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,523,523,20,spatially_stratified_group_kfold,grouped_kfold_feasible,5,TRUE,1525,prepared,NA,NA,NA,NA,NA
modern_spatial,local,europe,family,eu_r005_l016,D:/GITHUB/BIODYNAMICS_vegetation_cooccurrence/Data/targets/modern_spatial_local/eu_r005_l016/pipeline_modern_spatial_resolution,family,500,200,NA,FALSE,data_cross_validation_feasibility_family,NA,NA,NA,NA,NA,NA,FALSE,556,expected_infeasible,no_taxa_after_minimum_core_count,0,NA,data_community_filtered_cores_genus,No taxa remain after filtering. The minimum_core_count is too high.
