candidate_id,trait_domain_name,low_dataset_id,low_dataset_name,low_trait_name,low_source_median,high_dataset_id,high_dataset_name,high_trait_name,high_source_median,source_median_ratio,unit_factor,unit_factor_relative_error
096799139f871ae4a0511ab9618412425da0d277bee080fa97f66004ef7f7439,Leaf Area,98091,try_5443,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or exluded)",0.1672,114838,try_22190,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",20,119.61722488038278,100,0.19617224880382778
098dfdb59c00dfd088d6fd871a99dc1e5d428a2a67e0af69ed7b117cbd6f5df4,Leaf nitrogen content per unit mass,103961,try_11313,Leaf nitrogen (N) content per leaf dry mass,1.683233333,92769,try_121,Leaf nitrogen (N) content per leaf dry mass,18.8202500556022,11.181010788361213,10,0.11810107883612142
0a88e694206f950dbd0ec80f487a65e413cd490ea3860f062767b7b3d7953e69,Plant heigh,92780,try_132,Plant height vegetative,0.22,103963,try_11315,Plant height vegetative,249,1131.8181818181818,1000,0.13181818181818183
0af00a4c2415151673ff8b6a20688c70876e250a821b1726edadcc0d199138a3,Leaf nitrogen content per unit mass,109151,try_16503,Leaf nitrogen (N) content per leaf dry mass,0.609038,109235,try_16587,Leaf nitrogen (N) content per leaf dry mass,5.129972,8.42307376551217,10,0.157692623448783
0b96e05aabedd1c36bc329f34244836efbe222744dc655d64b998593dc81c7ec,Leaf mass per area,123329,try_30681,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.005320579663341238,125089,bien_traits_99,leaf mass per area,0.05329814944827754,10.0173576603883,10,0.0017357660388299667
0c8bb470e174874c3756a209217aa7530642df43844631bed608480f044992e7,Plant heigh,92756,try_108,Plant height vegetative,0.09,101461,try_8813,Plant height vegetative,89.2,991.1111111111112,1000,0.008888888888888835
0cac290208dd9fb971de091541773a933425a1c971186fb6126577fe7bddf100,Plant heigh,110841,try_18193,Plant height vegetative,0.45999999999999996,112656,try_20008,Plant height vegetative,43,93.47826086956522,100,0.06521739130434778
0d354569ba577786113e842d24af5e5aea66149457ea432b433cb3ef1ae073aa,Leaf mass per area,103052,try_10404,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.02359398089855001,113765,try_21117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.25039923277754916,10.61284375257495,10,0.06128437525749497
0de4196e29c65a3ead2fdae44403482bc8f4391f1b868979a223c8f2584b3903,Leaf mass per area,103052,try_10404,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.03225219574724556,113765,try_21117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.3532648569563229,10.953203302026122,10,0.09532033020261221
0e758ac1915b2d8953bd144b8812ea85e8492bfcf9d7971cacfedc65ea0d25b4,Leaf mass per area,103543,try_10895,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.007142857142857143,102474,try_9826,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.07782101167315175,10.894941634241246,10,0.08949416342412464
0e981dfb0b2d89035b33ff474a5b5d2be07a80cc8e52d5e6d8aea1a06e91849b,Leaf mass per area,107515,try_14867,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.0033865455552680307,113765,try_21117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.033874079581951336,10.002546556403948,10,2.546556403948408e-4
0edba6cb6965b4c1a32bb541a1d07d5b19a788773466a251bb92b0e0639cf974,Leaf Area,102739,try_10091,"Leaf area (in case of compound leaves: leaf, petiole excluded)",13.908999999999999,102522,try_9874,"Leaf area (in case of compound leaves: leaf, petiole included)",1323.904,95.18326263570351,100,0.04816737364296486
0eef2ea64ab582c8363e6d3ce6cc8b52351e081d6bfb730ccf6342ab6c6a41ef,Leaf nitrogen content per unit mass,103272,try_10624,Leaf nitrogen (N) content per leaf dry mass,0.0271640504129682,126348,bien_traits_1358,leaf nitrogen content per leaf dry mass,24.3,894.564677600477,1000,0.10543532239952302
0f6ea9a3277cc241bb7c690bdb311fe23b9e245009d2d10d6b377ea53348fa27,Leaf mass per area,107287,try_14639,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.001993789301188306,102524,try_9876,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",0.019937893011835208,9.999999999976001,10,2.3998580900297384e-12
1012128bc1ea7d631a934abf8db3879ca6f8e50c4fd62bfb4c5cc642cbe0a039,Leaf Area,120889,try_28241,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or exluded)",0.8417508,107804,try_15156,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or exluded)",6.4833203665,7.702184977430375,10,0.22978150225696248
106bd6fa2775f1b0bc41118ee2e8fd233044c016abc69fcfb5154466a5b420c5,Leaf mass per area,123417,try_30769,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.00882367594261925,110820,try_18172,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.06977061973602555,7.9072055897957885,10,0.20927944102042118
111f720b3e54c27603c3231121542af40bfaa98bd0151c07b3a8c269023e77e6,Leaf mass per area,107366,try_14718,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.005921035035112238,125479,bien_traits_489,leaf mass per area,0.0650000000195,10.977810405451836,10,0.09778104054518355
11539a50a8d4be59c7aa921ad4fc5fb7ee20f73ba1138c8c7c3ebff29391fb32,Plant heigh,114269,try_21621,Plant height vegetative,0.6000000000000001,112280,try_19632,Plant height vegetative,5,8.333333333333332,10,0.16666666666666674
117347343e1727a5ba70254bea566192c21acf800c89bd8822e697b8bf5c7f46,Plant heigh,237475,bien_traits_112485,whole plant height,1.8288,131421,bien_traits_6431,whole plant height,19.05,10.416666666666668,10,0.04166666666666674
126ca5aee4d68ae2a408877346896284a1095d6546f95a399d8ca901e8104db2,Leaf nitrogen content per unit mass,100915,try_8267,Leaf nitrogen (N) content per leaf dry mass,2.08,107703,try_15055,Leaf nitrogen (N) content per leaf dry mass,22.6,10.865384615384615,10,0.08653846153846145
13c8c53868b79b09717941657ee09e872c0ae4d7e024c070cde9c4849ed24548,Leaf Area,113838,try_21190,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or exluded)",831.5237500000001,120592,try_27944,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",9797.9,11.783066929838142,10,0.17830669298381419
13fc332b3e350c53188d6d86eee97b02868c9343a72b0dcb0bbb976f3f37cd44,Leaf mass per area,104139,try_11491,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.003880000000043456,99613,try_6965,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.03734704600027665,9.625527319551125,10,0.037447268044887516
142f55a3813d3614940c661fcde6a0e97adf6d4220cc335417b0071618b996af,Leaf Area,112657,try_20009,"Leaf area (in case of compound leaves: leaf, petiole included)",11.8686,120135,try_27487,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",1366,115.09360834470787,100,0.15093608344707876
1501309b4a52394844f75f8b26f4095cf45b179094ef7d3d51783f5822dd2231,Plant heigh,92736,try_88,Plant height vegetative,0.2,113607,try_20959,Plant height vegetative,20,100,100,0
1547d89d92db927a290e2f61a0dfc2c1afd6c89fea5748c4e66ab33f7a6805d7,Plant heigh,114938,try_22290,Plant height vegetative,2.4,111614,try_18966,Plant height vegetative,30,12.5,10,0.25
15856670e776c6de157c6fddafbf0c7c6eca186fce90e9a60d47c8d3fd83f1c4,Leaf mass per area,123613,try_30965,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.0041614648356221385,113781,try_21133,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.03882966052203642,9.330767423445353,10,0.0669232576554647
159bc032703e430cc4fb89f9e595ec0e95ea2435c5bb9dd37a3af3fcae484b57,Leaf nitrogen content per unit mass,108638,try_15990,Leaf nitrogen (N) content per leaf dry mass,0.94,102474,try_9826,Leaf nitrogen (N) content per leaf dry mass,11.7,12.446808510638299,10,0.24468085106382986
19e44b1927527584e854b991c16ca9b1a743352f03fc194697437f39c4d15a71,Leaf mass per area,107613,try_14965,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.006696690815634668,125514,bien_traits_524,leaf mass per area,0.06703850691837392,10.01069166309128,10,0.0010691663091280112
1a6907dfbd8b8cf454bb69e70fa82d7ea2e3aeac63ced7e3d15e38985bc36d66,Leaf nitrogen content per unit mass,104620,try_11972,Leaf nitrogen (N) content per leaf dry mass,2.1366666667,100703,try_8055,Leaf nitrogen (N) content per leaf dry mass,21.3666666666667,9.99999999984401,10,1.55990775851933e-11
1aea43835e91f3a09ac9ca053733f8172dd6f8c089b82d7d0eee976779582d49,Plant heigh,107886,try_15238,Plant height vegetative,0.33499999999999996,112322,try_19674,Plant height vegetative,300,895.5223880597016,1000,0.10447761194029836
1b074e53cfd3f24cedf0499c6131b648908a65f31bec6bfdf8d1f2e8d7666cb3,Leaf mass per area,123594,try_30946,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.008976660682226212,107756,try_15108,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.1012145519103791,11.275301082816233,10,0.12753010828162337
1bb45078621cfe3209493640efbaea5aa823399236aebd13a4a04615c2bca46d,Plant heigh,195870,bien_traits_70880,whole plant height,3.3528,156649,bien_traits_31659,whole plant height,33.6804,10.045454545454545,10,0.004545454545454408
1d628a859f830eda11350af4a93422769496f372abdbcb2c00c64c04798c17d0,Leaf Area,102738,try_10090,"Leaf area (in case of compound leaves: leaf, petiole excluded)",11.643333333333349,109450,try_16802,"Leaf area (in case of compound leaves: leaf, petiole excluded)",957.1185714,82.20314097337521,100,0.1779685902662479
1d7f5a7649e4fc5e2b4c990e3e668d3e6fd3e4af6c714011bc375283a3a4315d,Plant heigh,110646,try_17998,Plant height vegetative,0.096,110152,try_17504,Plant height vegetative,80,833.3333333333334,1000,0.16666666666666663
1ef2db6a727d104ca3dff4832350680c8e5ea5d520f6139d0549d79ed43323db,Leaf Area,102712,try_10064,"Leaf area (in case of compound leaves: leaf, petiole excluded)",0.429785714285714,114841,try_22193,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",4.62,10.749542961608782,10,0.07495429616087823
1f7ecfced78cb8717a6d3b579b96998943426fa0e3d48229d3437072b354dc47,Leaf Area,120684,try_28036,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or exluded)",423.013333333333,109426,try_16778,"Leaf area (in case of compound leaves: leaf, petiole excluded)",3980.448,9.409745949694265,10,0.05902540503057341
201950e297fd3c2b3884cd7f8e3a4adf540192408641d3e91884d77acf900f26,Leaf Area,112655,try_20007,"Leaf area (in case of compound leaves: leaf, petiole included)",87.6765,120135,try_27487,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",10230.9,116.6891926570974,100,0.16689192657097385
202b0bc5f1adbceaf46e9f25d7e6440862960207c28c90490e10608c889f904d,Leaf Area,125066,bien_traits_76,leaf area,85.55,109441,try_16793,"Leaf area (in case of compound leaves: leaf, petiole excluded)",825.3492,9.647565166569258,10,0.035243483343074145
203914769972d981c8b678b32c095b77174c15b1f6c7deb831f06e9e82906bbf,Leaf nitrogen content per unit mass,99613,try_6965,Leaf nitrogen (N) content per leaf dry mass,0.026257,103094,try_10446,Leaf nitrogen (N) content per leaf dry mass,28.005000000000003,1066.5727234642193,1000,0.06657272346421927
20820e12b0b8116ff97adae192cc2ba8321be7552e4333b784d3ba3cd6c019a2,Plant heigh,113787,try_21139,Plant height vegetative,2.8499999999999996,113755,try_21107,Plant height vegetative,30.775000000000002,10.798245614035089,10,0.07982456140350891
2152d46e4d1abcd108d03ec811270efd8a439e2a333382ec5223d86725058a4b,Leaf mass per area,103540,try_10892,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.009736975186652702,125719,bien_traits_729,leaf mass per area,0.09736975186652702,10,10,0
2214a4ea965a5a70d50e81d3081ebfb48aa38ee03f3555793c81ce604a0a1d8c,Leaf Area,92737,try_89,"Leaf area (in case of compound leaves: leaf, petiole included)",18.3048813333333,109416,try_16768,"Leaf area (in case of compound leaves: leaf, petiole excluded)",1819.18,99.38223399936838,100,0.0061776600063161435
228035ba45661f95a007c6c1f4046269a651187bcd9b6cd3084592560a7e3985,Plant heigh,173495,bien_traits_48505,whole plant height,3.3528,214933,bien_traits_89943,whole plant height,37.1856,11.090909090909092,10,0.10909090909090913
22e42412174c85ebade591f16739146007486922da66753ee1bed6b74e3cf852,Leaf Area,114839,try_22191,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",142.45499999999998,110677,try_18029,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",1125,7.89723070443298,10,0.21027692955670196
23908543aa1ee43d57b2b8e1b008270e93d3c6bf1c453a30e69bfed4958e7433,Stem specific density,98088,try_5440,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",0.005485098552855605,99619,try_6971,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",0.5654554110000001,103.08938035500155,100,0.030893803550015475
24308ef9ac83a912da3f417360842efffd2ca7532db0fc7d7cc87f0a5c39ba83,Plant heigh,115839,try_23191,Plant height vegetative,0.6,112385,try_19737,Plant height vegetative,5,8.333333333333334,10,0.16666666666666663
25389d4935597ba268bd3181c7a7199e603eb2dafc242efde5fda315a110b190,Plant heigh,189048,bien_traits_64058,whole plant height,3.048,98004,try_5356,Plant height vegetative,24,7.874015748031496,10,0.21259842519685035
2550a1c98c0d1e0b82f8a97093d7fa95be2593cc7cb391724221aca57860b5bd,Plant heigh,107857,try_15209,Plant height vegetative,4,112483,try_19835,Plant height vegetative,40,10,10,0
25dc8ec48009cbf83c5f4d58a9955bf87de1b1fee37a3a52cf58166152490d84,Leaf mass per area,121510,try_28862,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",0.008760129416894077,125029,bien_traits_39,leaf mass per area,0.08760126868699405,9.999997091144948,10,2.908855052385917e-7
269fe1940aa8bbf062150802ed83918a48741f5bf15b917ed768215384bcd189,Plant heigh,112614,try_19966,Plant height vegetative,3.6,111614,try_18966,Plant height vegetative,28,7.777777777777778,10,0.2222222222222222
273f864d2022ee7cb078aff1a9e75dfebd3e715cba14e5ccf58a7097779e18c6,Plant heigh,110836,try_18188,Plant height vegetative,0.5015000000000001,111622,try_18974,Plant height vegetative,41,81.75473579262213,100,0.18245264207377876
28025abce87346955590f23e23f06b96e55a398159ce601f2b762e4cf5764383,Leaf nitrogen content per unit mass,104069,try_11421,Leaf nitrogen (N) content per leaf dry mass,2.15,107882,try_15234,Leaf nitrogen (N) content per leaf dry mass,19.5848170631123,9.109217238656884,10,0.08907827613431163
28b0cfc07c7332ea320684e5e620adbc25e4c2158c392a8541a4cf64aceda0a6,Diaspore mass,111184,try_18536,Seed dry mass,0.0365,110165,try_17517,Seed dry mass,4.02,110.13698630136986,100,0.10136986301369855
2909a62bf1bb99731066a0ca398bf7d165e74a2a6bfaeba3f9621c006cb564ba,Leaf nitrogen content per unit mass,102049,try_9401,Leaf nitrogen (N) content per leaf dry mass,1.94,92781,try_133,Leaf nitrogen (N) content per leaf dry mass,22.9602241566942,11.835167091079484,10,0.18351670910794837
29e05d5f195c5a823a9677dae3b0a39103f5a84f42fd81876243ab7291113ae1,Stem specific density,98087,try_5439,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",0.0057222194264504,125083,bien_traits_93,stem wood density,0.69,120.58258318626203,100,0.20582583186262027
2a43fcac8bbcc252a763677c48782e89b05ecd0632108f9f69529fb8de1fec0d,Leaf mass per area,124237,try_31589,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.0024906600249066002,120885,try_28237,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",2.81505006046273,1130.2425992757862,1000,0.1302425992757863
2a4cd73118caca929c3360ce9a80e7f445b0809679b9b0ef7a30dd8ec16e9101,Leaf Area,120681,try_28033,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or exluded)",0.21965,120525,try_27877,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",17.33,78.89824721147279,100,0.21101752788527206
2af7a4891fb00f4bf5099fea528e116880b04bcc4f2998203412e5f9633f334a,Leaf mass per area,120682,try_28034,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.026098901098901128,102516,try_9868,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",26.5850733837269,1018.6280749133243,1000,0.0186280749133243
2d98078e802f1c222a91ac1befbf92917fa02cdfe41f389c2a4436da5bdef39c,Leaf mass per area,103142,try_10494,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",0.0032701111837802484,102469,try_9821,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded)",0.3058103975535168,93.51681957186544,100,0.0648318042813456
