candidate_id,review_stage.x,taxon_name.x,trait_domain_name.x,n_records.x,n_trait_names.x,n_datasets.x,n_domain_outliers.x,n_taxon_outliers.x,n_invalid_values.x,source_references.x,candidate_reasons.x,implicit_none_proposal_eligible.x,historical_scope_status.x,n_records_current.x,n_finite.x,n_nonfinite.x,n_nonpositive.x,n_zero.x,n_negative.x,n_datasets_current.x,n_trait_names_current.x,n_unique_values.x,current_minimum.x,current_lwr_25.x,current_median.x,current_upr_75.x,current_iqr.x,current_maximum.x,n_positive_source_groups.x,source_median_ratio.x,unit_ratio_nearest_factor.x,unit_ratio_relative_error.x,possible_unit_pattern.x,historical_n_records.x,historical_median.x,historical_iqr.x,historical_heuristic.x,historical_suggestion.x,n_domain_records.x,record_share_of_domain.x,outlier_fraction_current.x,historical_n_records_matches.x,historical_median_relative_change.x,historical_iqr_relative_change.x,historical_summary_stable.x,record_count_rank.x,dataset_count_rank.x,candidate_impact_score.x,candidate_impact_tier.x,evidence_packet_id.x,review_stage.y,taxon_name.y,trait_domain_name.y,n_records.y,n_trait_names.y,n_datasets.y,n_domain_outliers.y,n_taxon_outliers.y,n_invalid_values.y,source_references.y,candidate_reasons.y,implicit_none_proposal_eligible.y,historical_scope_status.y,n_records_current.y,n_finite.y,n_nonfinite.y,n_nonpositive.y,n_zero.y,n_negative.y,n_datasets_current.y,n_trait_names_current.y,n_unique_values.y,current_minimum.y,current_lwr_25.y,current_median.y,current_upr_75.y,current_iqr.y,current_maximum.y,n_positive_source_groups.y,source_median_ratio.y,unit_ratio_nearest_factor.y,unit_ratio_relative_error.y,possible_unit_pattern.y,historical_n_records.y,historical_median.y,historical_iqr.y,historical_heuristic.y,historical_suggestion.y,n_domain_records.y,record_share_of_domain.y,outlier_fraction_current.y,historical_n_records_matches.y,historical_median_relative_change.y,historical_iqr_relative_change.y,historical_summary_stable.y,record_count_rank.y,dataset_count_rank.y,candidate_impact_score.y,candidate_impact_tier.y,evidence_packet_id.y,n_pending_submission_rows,n_recovered_rules,n_matched_rules,n_unresolved_rules,n_records_selected_by_proposals,deterministic_outcome,suggested_action,decision_authority,confidence,acceptance_eligibility,recommendation_rationale
188b51efc25d7ef29ffd1d1ae15a599aa41abf8c05aa3a4dbd6905eb70695d29,classified,Daucus carota,Diaspore mass,12,1,9,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,12,12,0,0,0,0,9,1,11,0.25,0.8500000000000001,0.95,1.0425,0.1924999999999999,1.62,9,2.17741935483871,10,0.782258064516129,FALSE,,,,,,46122,2.601795238714713e-4,0.25,FALSE,,,FALSE,0.35714285714285715,0.7619047619047619,0.43154761904761907,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Daucus carota,Diaspore mass,12,1,9,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,12,12,0,0,0,0,9,1,11,0.25,0.8500000000000001,0.95,1.0425,0.1924999999999999,1.62,9,2.17741935483871,10,0.782258064516129,FALSE,,,,,,46122,2.601795238714713e-4,0.25,FALSE,,,FALSE,0.35714285714285715,0.7619047619047619,0.43154761904761907,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
ffe538c40edd35dc0ec7c9295c06d18bf0f72a79e56ba916198ec93777e7c547,classified,Dryas octopetala,Diaspore mass,35,1,5,0,4,0,,taxon_outlier,FALSE,not_in_historical_scope,35,35,0,0,0,0,5,1,32,0.2,0.338333333,0.53,0.75125,0.41291666699999996,2.3,5,2.845100108372076,10,0.7154899891627924,FALSE,,,,,,46122,7.588569446251247e-4,0.11428571428571428,FALSE,,,FALSE,0.8571428571428571,0.47619047619047616,0.5761904761904761,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Dryas octopetala,Diaspore mass,35,1,5,0,4,0,,taxon_outlier,FALSE,not_in_historical_scope,35,35,0,0,0,0,5,1,32,0.2,0.338333333,0.53,0.75125,0.41291666699999996,2.3,5,2.845100108372076,10,0.7154899891627924,FALSE,,,,,,46122,7.588569446251247e-4,0.11428571428571428,FALSE,,,FALSE,0.8571428571428571,0.47619047619047616,0.5761904761904761,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
dc7eb21d7815d9728ad2c1aa7a863c9173b7f9a6771b677e95d39c37bb0de50d,classified,Elymus lanceolatus,Diaspore mass,10,1,1,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,1,1,10,2.1,2.724,2.9685,3.17225,0.4482499999999998,3.448,1,,,,FALSE,,,,,,46122,2.1681626989289275e-4,0.1,FALSE,,,FALSE,0,0,0.025,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Elymus lanceolatus,Diaspore mass,10,1,1,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,1,1,10,2.1,2.724,2.9685,3.17225,0.4482499999999998,3.448,1,,,,FALSE,,,,,,46122,2.1681626989289275e-4,0.1,FALSE,,,FALSE,0,0,0.025,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
5389062a74df41e56446e4a80ad8bf60e2ff8c3246424f8ff4317e5b00d32a22,classified,Eremogone congesta,Diaspore mass,19,1,1,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,19,19,0,0,0,0,1,1,15,0.475,0.631,0.7,0.7615000000000001,0.13050000000000006,1.333,1,,,,FALSE,,,,,,46122,4.119509127964962e-4,0.15789473684210525,FALSE,,,FALSE,0.6190476190476191,0,0.34899749373433586,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Eremogone congesta,Diaspore mass,19,1,1,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,19,19,0,0,0,0,1,1,15,0.475,0.631,0.7,0.7615000000000001,0.13050000000000006,1.333,1,,,,FALSE,,,,,,46122,4.119509127964962e-4,0.15789473684210525,FALSE,,,FALSE,0.6190476190476191,0,0.34899749373433586,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
7139d3cf236b3cb5379e8c9496c81927af0cdf0cdb32d4062f5f63d66fdfde4b,classified,Eriocoma lettermanii,Diaspore mass,10,1,1,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,1,1,10,0.323,0.3855,0.4385,0.46175,0.07624999999999998,0.491,1,,,,FALSE,,,,,,46122,2.1681626989289275e-4,0.1,FALSE,,,FALSE,0,0,0.025,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Eriocoma lettermanii,Diaspore mass,10,1,1,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,1,1,10,0.323,0.3855,0.4385,0.46175,0.07624999999999998,0.491,1,,,,FALSE,,,,,,46122,2.1681626989289275e-4,0.1,FALSE,,,FALSE,0,0,0.025,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
eef1f5f9ae3043addcf734e78261331b4da380f9e1d8d6c65140eb0be0d5a5cc,classified,Erodium cicutarium,Diaspore mass,10,2,9,0,2,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,9,2,10,1.22,1.4525,1.785,2.32925,0.8767500000000001,3.83,9,2.7622950819672134,10,0.7237704918032787,FALSE,,,,,,46122,2.1681626989289275e-4,0.2,FALSE,,,FALSE,0,0.7619047619047619,0.24047619047619045,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Erodium cicutarium,Diaspore mass,10,2,9,0,2,0,,taxon_outlier,FALSE,not_in_historical_scope,10,10,0,0,0,0,9,2,10,1.22,1.4525,1.785,2.32925,0.8767500000000001,3.83,9,2.7622950819672134,10,0.7237704918032787,FALSE,,,,,,46122,2.1681626989289275e-4,0.2,FALSE,,,FALSE,0,0.7619047619047619,0.24047619047619045,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
32593112163c8f0376efdc9a59b1f0825135d6eecb7f7aaa2b3e15c692a3d942,classified,Festuca ovina,Diaspore mass,11,1,5,0,2,0,,taxon_outlier,FALSE,not_in_historical_scope,11,11,0,0,0,0,5,1,11,0.13,0.216666667,0.268666667,0.32499999999999996,0.10833333299999995,0.81,5,6.183206106870229,10,0.38167938931297707,FALSE,,,,,,46122,2.3849789688218205e-4,0.18181818181818182,FALSE,,,FALSE,0.23809523809523808,0.47619047619047616,0.28354978354978355,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Festuca ovina,Diaspore mass,11,1,5,0,2,0,,taxon_outlier,FALSE,not_in_historical_scope,11,11,0,0,0,0,5,1,11,0.13,0.216666667,0.268666667,0.32499999999999996,0.10833333299999995,0.81,5,6.183206106870229,10,0.38167938931297707,FALSE,,,,,,46122,2.3849789688218205e-4,0.18181818181818182,FALSE,,,FALSE,0.23809523809523808,0.47619047619047616,0.28354978354978355,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
e8176d15b2c6438a0f7d4a31c521b69a50fb0b7dedcba8b21335ef9712b10f83,classified,Helianthemum salicifolium,Diaspore mass,11,1,11,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,11,11,0,0,0,0,11,1,10,0.082,0.129,0.18,0.22399999999999998,0.09499999999999997,0.34,11,4.146341463414634,10,0.5853658536585366,FALSE,,,,,,46122,2.3849789688218205e-4,0.09090909090909091,FALSE,,,FALSE,0.23809523809523808,0.8809523809523809,0.362012987012987,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Helianthemum salicifolium,Diaspore mass,11,1,11,0,1,0,,taxon_outlier,FALSE,not_in_historical_scope,11,11,0,0,0,0,11,1,10,0.082,0.129,0.18,0.22399999999999998,0.09499999999999997,0.34,11,4.146341463414634,10,0.5853658536585366,FALSE,,,,,,46122,2.3849789688218205e-4,0.09090909090909091,FALSE,,,FALSE,0.23809523809523808,0.8809523809523809,0.362012987012987,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
57ba7d70dcd6be241abb84392c0bfa653d967ff50a31cea3aed18217cc744f13,classified,Helictochloa pratensis,Diaspore mass,700,1,35,0,61,0,,taxon_outlier,FALSE,not_in_historical_scope,700,700,0,0,0,0,35,1,314,5.57142857142857e-4,0.00211,0.0025,0.00292,8.1e-4,0.0222,35,1.845714285714286,10,0.8154285714285714,FALSE,,,,,,46122,0.015177138892502494,0.08714285714285715,FALSE,,,FALSE,0.9523809523809523,0.9761904761904762,0.7420238095238095,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Helictochloa pratensis,Diaspore mass,700,1,35,0,61,0,,taxon_outlier,FALSE,not_in_historical_scope,700,700,0,0,0,0,35,1,314,5.57142857142857e-4,0.00211,0.0025,0.00292,8.1e-4,0.0222,35,1.845714285714286,10,0.8154285714285714,FALSE,,,,,,46122,0.015177138892502494,0.08714285714285715,FALSE,,,FALSE,0.9523809523809523,0.9761904761904762,0.7420238095238095,medium,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
4c9207f73d9014f44a0547b3f6b446ca7f08d2ad8451e7cd54d631de0042518f,classified,Heterotheca villosa,Diaspore mass,14,1,2,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,14,14,0,0,0,0,2,1,14,0.422,0.9307500000000001,0.9849999999999999,1.0725,0.14174999999999993,1.3,2,2.386255924170616,10,0.7613744075829384,FALSE,,,,,,46122,3.0354277785004985e-4,0.21428571428571427,FALSE,,,FALSE,0.4523809523809524,0.21428571428571427,0.3333333333333333,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,classified,Heterotheca villosa,Diaspore mass,14,1,2,0,3,0,,taxon_outlier,FALSE,not_in_historical_scope,14,14,0,0,0,0,2,1,14,0.422,0.9307500000000001,0.9849999999999999,1.0725,0.14174999999999993,1.3,2,2.386255924170616,10,0.7613744075829384,FALSE,,,,,,46122,3.0354277785004985e-4,0.21428571428571427,FALSE,,,FALSE,0.4523809523809524,0.21428571428571427,0.3333333333333333,low,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,0,0,0,0,0,retain_flagged_uncertain,none,agent_review,medium,eligible_policy_acceptance,No objective error evidence supports correction; retain under the conservative policy.
