decision_id,candidate_id,taxon_name,trait_domain_name,trait_name,dataset_id,value_lower,value_lower_inclusive,value_upper,value_upper_inclusive,action,scale_factor,rationale,evidence_reference,source_reference,review_status,reviewer,reviewed_at
7c8dccc88d0eb753d04f5d281ee48d002c9c10d4dd5cf2b257940c0e408c7956,4c9207f73d9014f44a0547b3f6b446ca7f08d2ad8451e7cd54d631de0042518f,Heterotheca villosa,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:4c9207f73d9014f44a0547b3f6b446ca7f08d2ad8451e7cd54d631de0042518f,approved,OndrejMottl,2026-08-31
605ba3cc769ba2fe1be1bc394beb6207dfcd71f4c74fed6cf33580ae466c83a8,7dabf03e89202c09c9dcbd9ed2789033c7aa3f28a12eddf4157b379c72aaa604,Juniperus communis,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:7dabf03e89202c09c9dcbd9ed2789033c7aa3f28a12eddf4157b379c72aaa604,approved,OndrejMottl,2026-08-31
b5b71e0fb066e1e61cc6e7fa3cc782c385311df7f56fbf1326625cfd2c37679f,25bd17b093011a8bfb5ad736a5833040d8ce2f8d0a985000bbf89ba627edc908,Juniperus sabina,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:25bd17b093011a8bfb5ad736a5833040d8ce2f8d0a985000bbf89ba627edc908,approved,OndrejMottl,2026-08-31
d27cc6aea2bf05ec740ef2bf6451ccf9e50279d1940a71a34f3a4ba29a9af1b8,47acf3c05b4b0fee6d8efbbd0e1cc58a9b6cbfa20b34f058c661a731cde6f117,Lupinus argenteus,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:47acf3c05b4b0fee6d8efbbd0e1cc58a9b6cbfa20b34f058c661a731cde6f117,approved,OndrejMottl,2026-08-31
9e29e406c5d091e7d9d1839a3bb2d9ed736855e1e0420ce938e9acef9591e206,13aad0d142f4f56a7aa17153610088ec23e3115a5ece36441d8c31f19ba26665,Luzula confusa,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:13aad0d142f4f56a7aa17153610088ec23e3115a5ece36441d8c31f19ba26665,approved,OndrejMottl,2026-08-31
c2ee6bd008fa74f5dc820efa09a034cb9990ca6dce5030ab1b2e92abe3c49394,04cf275d41136cf4e0c17f8a10a7a7fb9e424c01938e56d5a275bdce729ffed6,Myrtus communis,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:04cf275d41136cf4e0c17f8a10a7a7fb9e424c01938e56d5a275bdce729ffed6,approved,OndrejMottl,2026-08-31
d5e2c3aac8cf15bab8070602818e3e92c1674032a33e9ad7cc8fd16bc20c3cc6,0f436aafddfca67d5517f2d11c447f2dd7af0343afcd56a73520cd7843382e5c,Oxyria digyna,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:0f436aafddfca67d5517f2d11c447f2dd7af0343afcd56a73520cd7843382e5c,approved,OndrejMottl,2026-08-31
559f39b84003db2c6a14e52479669f3cc789c7ed8afeab3defc0dedf78b3d160,1c2d1bf30cf5bad35d9061139252fc33453a040176a0cb384374599fb7eef7e9,Phacelia hastata,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:1c2d1bf30cf5bad35d9061139252fc33453a040176a0cb384374599fb7eef7e9,approved,OndrejMottl,2026-08-31
6ecb404bdc0a7a8a6e0e9428383a1d10f8fdb37cc5d7f06eb686ce4a31ddb349,88c9d10b30cee88b21ee80bfe5962c76184ac66a24a0c26396c660b4e2fdb393,Phyllodoce caerulea,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:88c9d10b30cee88b21ee80bfe5962c76184ac66a24a0c26396c660b4e2fdb393,approved,OndrejMottl,2026-08-31
9bfe01e9875feb96ad143820ca35891316c6dd912bc99ef928f409b1dffe0a53,566cce30c6f48f51386fda290da6cbe85cadd283433f824636996ed682f2e0dc,Physospermum cornubiense,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:566cce30c6f48f51386fda290da6cbe85cadd283433f824636996ed682f2e0dc,approved,OndrejMottl,2026-08-31
a74f5c8d48ef7b2dea8e9a9144b2fc3bf4f915a8f98ed33595d9d9de2977f86c,99ded6f1aa9f67d7d65be4ebb7e6a62933091dfb3c1d25a21e2be3098f16e413,Pinus pinaster,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:99ded6f1aa9f67d7d65be4ebb7e6a62933091dfb3c1d25a21e2be3098f16e413,approved,OndrejMottl,2026-08-31
e418f89c652e65944950593f97f23900ce33f475e5d5f8c0254ee69e275e5f1f,62653c79b7bd68c534b72b2ed1c9ab87219eeffa14864a714c87bbe8aa7612d3,Pinus sylvestris,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:62653c79b7bd68c534b72b2ed1c9ab87219eeffa14864a714c87bbe8aa7612d3,approved,OndrejMottl,2026-08-31
a5d5b4ea4a3f41f3637216620fa761336f86b3e2fc1acd05e9367f5ee160c619,f4e0d4c60342e73c4cea7af889d043ee9866c93e3891a36af2c35b055c364bd9,Potentilla gordonii,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:f4e0d4c60342e73c4cea7af889d043ee9866c93e3891a36af2c35b055c364bd9,approved,OndrejMottl,2026-08-31
6721802becd1d2d2608648f9af173a4a9e2d406b29745aada9745fbceab109ff,7e18f5a5996821dea71f41205b6ea11042ada03c96e47edc1bccbca573ad89fd,Poterium sanguisorba,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:7e18f5a5996821dea71f41205b6ea11042ada03c96e47edc1bccbca573ad89fd,approved,OndrejMottl,2026-08-31
c5b861c2a833a4b24a0fd27c9dcc41afa43e1aba6a636f12e33a55576511bab2,4f42a1363950671bd20b1c090320f75da793e7df996e3a135da8994e3ef5bc1b,Quercus suber,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:4f42a1363950671bd20b1c090320f75da793e7df996e3a135da8994e3ef5bc1b,approved,OndrejMottl,2026-08-31
2d5cf26910eeb02cf9fdeec042209166df5a8e6cc38a50f269adb6f0737fc390,5e7fea9d6eb85010aae05d316ccbb34c169694f3a12dec88a4ddeea3d9e3503d,Rhamnus alaternus,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:5e7fea9d6eb85010aae05d316ccbb34c169694f3a12dec88a4ddeea3d9e3503d,approved,OndrejMottl,2026-08-31
1e626fdb1ab57ed9509a05cbadaa97795f0c56ec92cc299cdee7aa3a94aa90eb,5c8dd688c585d2d24bbccad726533413457b56938d033d758bbbedfa7b635e8d,Rhododendron ferrugineum,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:5c8dd688c585d2d24bbccad726533413457b56938d033d758bbbedfa7b635e8d,approved,OndrejMottl,2026-08-31
0cc5eabe3fe791616eaf8cbd7e5f6e390377c2365950557e288bd6d3b3b54e3f,b94e4b69dce52882c4237eebe384724b445919cc9594f16c9b33fd780f35d8ed,Salix herbacea,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:b94e4b69dce52882c4237eebe384724b445919cc9594f16c9b33fd780f35d8ed,approved,OndrejMottl,2026-08-31
ceab540f07c3296a9fab1bc128530ea3c83ccb956d64b096d58f43e87e302998,630cebe36588df958f4865f03938b6d0a49358aef9de0c319796104b18e754cf,Senecio crassulus,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:630cebe36588df958f4865f03938b6d0a49358aef9de0c319796104b18e754cf,approved,OndrejMottl,2026-08-31
91df7560c3a254e9e66d101f82a9ef6bb14c92e50ee7e5da42d41124d7e9910c,f9de61d5b7294c891ad5add897e8e4768e534c9b9c6fbca444fc12c2a41f84a8,Sorghastrum nutans,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:f9de61d5b7294c891ad5add897e8e4768e534c9b9c6fbca444fc12c2a41f84a8,approved,OndrejMottl,2026-08-31
c586c817b03561cdc6b8d28b2fef06dc053aec66058b68b0e77411c68e9572ad,4daa1d193bddc0573b4f54ad0c124a0cda396bac73e35cec38d04e464668847b,Vaccinium myrtillus,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:4daa1d193bddc0573b4f54ad0c124a0cda396bac73e35cec38d04e464668847b,approved,OndrejMottl,2026-08-31
d2cf3da833956ad7051cf468b1b8cd439432fb502ff0346a5c68c6d720807c7b,b7d7f0352fb99c1547d8bdc71c5c2e2e3de85f8be057534bacd0fdcfc98f7512,Vaccinium uliginosum,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:b7d7f0352fb99c1547d8bdc71c5c2e2e3de85f8be057534bacd0fdcfc98f7512,approved,OndrejMottl,2026-08-31
33169e09ad43cde2b8d12db9341a6b21ee873ca48922d7060157312c18950a22,f49a95940c8ebf00affe4d719ffbf3f78ed5109ebda67106e527c9b00386aedc,Vaccinium vitis-idaea,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:f49a95940c8ebf00affe4d719ffbf3f78ed5109ebda67106e527c9b00386aedc,approved,OndrejMottl,2026-08-31
17be5dded8a4af97fee4ab817560cead0d6a5a7e5235d20121cc2f3602f345d7,b62ded1cc641c2149e91fb7736f8c0a1deb1bd6554a540e720eae297d576fcdb,Viola praemorsa,Diaspore mass,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:b62ded1cc641c2149e91fb7736f8c0a1deb1bd6554a540e720eae297d576fcdb,approved,OndrejMottl,2026-08-31
e97a169a23514e877813f2f0cc56ab1bdd8b47e22979709f413197b7663e4c0e,e9dbb336aa09f47e982d9bec3fd3a6ffd48f74773c83aa9ff1d27434195ed6b9,Abies alba,Leaf Area,,,,,,,none,,Approved source scaling resolves the identified unit issue; no additional taxon-specific correction is required.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:e9dbb336aa09f47e982d9bec3fd3a6ffd48f74773c83aa9ff1d27434195ed6b9,approved,OndrejMottl,2026-08-31
e1b426cebcdf523a81dcaa4f0f1e224cab737b3f42524a0d7afdd5cea12213c2,1c1430b91eb11cae537364a375a5d98c0db76ae17ae34d49799aec97033c0cc5,Abutilon incanum,Leaf Area,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:1c1430b91eb11cae537364a375a5d98c0db76ae17ae34d49799aec97033c0cc5,approved,OndrejMottl,2026-08-31
148064eb2d2b49b0c1dd0d6d8e3eba7da9de4846089a6b91f58d09e2b0f9044b,9fd73aa9c04fe729649d251bfd5fa3828e0af528766b404438099b7159429b21,Acer granatense,Leaf Area,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:9fd73aa9c04fe729649d251bfd5fa3828e0af528766b404438099b7159429b21,approved,OndrejMottl,2026-08-31
b262bc97e3270bc8ac7e48e0e3f9071c68450c244d5ac6316ebec972b9c51684,ea6966da8160aa360c001a0bb49f993530fc088ce075062d2b0c44f321c310d2,Acer monspessulanum,Leaf Area,,,,,,,none,,Approved source scaling resolves the identified unit issue; no additional taxon-specific correction is required.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:ea6966da8160aa360c001a0bb49f993530fc088ce075062d2b0c44f321c310d2,approved,OndrejMottl,2026-08-31
e317dd4b7acc90214cdf2d46e004902059013fd76b17f95c2d97289c2634f8d3,92c8ca326c9d0baec273577ad59e3e16d09bc4d8008acf362c996b04b36e636c,Acer obtusatum,Leaf Area,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:92c8ca326c9d0baec273577ad59e3e16d09bc4d8008acf362c996b04b36e636c,approved,OndrejMottl,2026-08-31
62e315cc1afc1c26c177b9e958b04e506fae244a4c8bf5a47dca7e20d0648c89,1976f61e15ad6a7237761402c2dca037a28e622af7633cc635744ea02bb8ba7e,Acer palmatum,Leaf Area,,,,,,,none,,No correction is supported after grouped source investigation; the approved conservative policy resolves this candidate to none.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:1976f61e15ad6a7237761402c2dca037a28e622af7633cc635744ea02bb8ba7e,approved,OndrejMottl,2026-08-31
7804d99288f59f989b0febe8487f7c34a20d385cf5ce4807e3743a44b9f54ff8,49bb412bb3ef52e36cdb4bcb24f96d0e75eba173123892a2154aa1186a6d4240,Acer pensylvanicum,Leaf Area,,,,,,,none,,Approved source scaling resolves the identified unit issue; no additional taxon-specific correction is required.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:49bb412bb3ef52e36cdb4bcb24f96d0e75eba173123892a2154aa1186a6d4240,approved,OndrejMottl,2026-08-31
ae4c5da7fd4b5b8b6b2d813195abd83190c49fd61dd2f182fe4178475e3c7754,a816dc5718931a65b79e99f408164a890a5d7f68b266951ad549e3423ccbb019,Acer rubrum,Leaf Area,,,,,,,none,,Approved source scaling resolves the identified unit issue; no additional taxon-specific correction is required.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:a816dc5718931a65b79e99f408164a890a5d7f68b266951ad549e3423ccbb019,approved,OndrejMottl,2026-08-31
666f6c27571329a899811c2403cdeb9d13ee410c57335aa6eef77d829f113bf4,761dcc16ba0b5b3540c538c23b4cca3d2eb5db95c39013a38bc91fbd3303ac75,Acer saccharinum,Leaf Area,,,,,,,none,,Approved source scaling resolves the identified unit issue; no additional taxon-specific correction is required.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:761dcc16ba0b5b3540c538c23b4cca3d2eb5db95c39013a38bc91fbd3303ac75,approved,OndrejMottl,2026-08-31
99160dd89f21a3f80ffda9aa32baa979e32baa750e51c95ba33b44acd02d7d5b,4875695ae24be05d70b9c4e79b9aa39c3d191b4ee3baafbcc2cd1caac76ae050,Acer saccharum,Leaf Area,,,,,,,none,,Approved source scaling resolves the identified unit issue; no additional taxon-specific correction is required.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:4875695ae24be05d70b9c4e79b9aa39c3d191b4ee3baafbcc2cd1caac76ae050,approved,OndrejMottl,2026-08-31
875d8e36e59739093eba1ca1f8cfbd306bb8559fda2c65632fe40720072862a3,a59b9697143d214eaaba56d1d5c12c771304f253719321e5706b75d9ab3864b7,Acer spicatum,Leaf Area,,,,,,,none,,Approved source scaling resolves the identified unit issue; no additional taxon-specific correction is required.,Outputs/Reports/Trait_corrections/classified/trait_review_classified_reconciliation_report.md,grouped_investigation:a59b9697143d214eaaba56d1d5c12c771304f253719321e5706b75d9ab3864b7,approved,OndrejMottl,2026-08-31
